,translation,reol,Act,Chapter,type,code
22418,在空中会被人看见,hiro,02,02,Trial,07
22419,凶手在那个状态下几乎不可能离开玄关还不被人发现。,hiro,02,02,Trial,07
22420,再加上她抱着尸体，这就更加引人注意了……,hiro,02,02,Trial,07
22421,凶手如此显眼却没有人看到，这不正常。,hiro,02,02,Trial,07
22422,但我觉得并非完全不可能！,sherry,02,02,Trial,07
22423,尤其是希罗你，就在尸体被发现的那段时间我听见你慌慌张张地跑到了一楼……,sherry,02,02,Trial,07
22424,也就是说当时你非常引人注意！,sherry,02,02,Trial,07
22425,『那时确实很吵闹』,anan,02,02,Trial,07
22426,也许凶手就是趁着当时的动静偷偷溜了出去，这也是有可能的！,sherry,02,02,Trial,07
22427,（……凶手有可能在不被人发现的前提下进出宅邸吗……？）,hiro,02,02,Trial,07
22428,（不过，目前更应该确认的是……【汉娜是否有可能犯罪】）,hiro,02,02,Trial,07
22429,（……回想一下在可可直播刚结束时汉娜人在哪里吧）,hiro,02,02,Trial,07
22430,我记得……在尸体被发现之前没听到那样的声音。,hiro,02,02,Trial,07
22431,如果尸体在比屋顶还高的位置被抛下，应该会发出撞击地面的声音。,hiro,02,02,Trial,07
22432,听不到声音也正常！毕竟那时候下着倾盆大雨，还在打雷！,sherry,02,02,Trial,07
22433,凶手一定是想用雨声雷声掩盖掉撞击声，才抛下了尸体吧！,sherry,02,02,Trial,07
22434,如果恰好在轰隆隆的雷声响起的瞬间抛下去，听不见声音也很正常啦。,noa,02,02,Trial,07
22435,（在如此震耳欲聋的雷雨中，听不到撞击声也难怪……）,hiro,02,02,Trial,07
22436,（不过，目前更应该确认的是……【汉娜是否有可能犯罪】）,hiro,02,02,Trial,07
22437,（……回想一下在可可直播刚结束时汉娜人在哪里吧）,hiro,02,02,Trial,07
22438,不对……如果凶手一直等在中庭的上空过不了多久就会被人发现吧？,hiro,02,02,Trial,07
22439,确实有可能……,leia,02,02,Trial,07
22440,要是凶手抱着尸体飘浮在空中实在是太明显了。,leia,02,02,Trial,07
22441,可是外面在下雨吧？,noa,02,02,Trial,07
22442,而且很昏暗……就算有人飞在空中也看不见吧？,noa,02,02,Trial,07
22443,没错！所以凶手才选择在视线不好的雨天下手！,sherry,02,02,Trial,07
22444,对吧！？汉娜！？,sherry,02,02,Trial,07
22445,我、我是清白的呀！？,hanna,02,02,Trial,07
22446,希罗，请你认真一点反驳！！,hanna,02,02,Trial,07
22447,（为什么要骂我……！）,hiro,02,02,Trial,07
22448,（不过，最先应该确认的是……【汉娜是否有可能犯罪】）,hiro,02,02,Trial,07
22449,（……回想一下在可可直播刚结束时汉娜人在哪里吧）,hiro,02,02,Trial,07
22450,你说自己做不到，那你是否有不在场证明呢？,hiro,02,02,Trial,07
22451,呃我想想，当时我在外面看到快要下雨了就回到屋里，然后过了一会……,hanna,02,02,Trial,07
22452,啊——！我想起来了！,hanna,02,02,Trial,07
22453,我在玄关大厅和刚从楼上下来的希罗擦肩而过～！,hanna,02,02,Trial,07
22454,呀啊啊！？,hanna,02,02,Trial,07
22455,呃唔！？,hiro,02,02,Trial,07
22456,下楼的时候我突然撞到了人，虽然没摔下楼，但也被撞得一屁股坐到了地上。,system,02,02,Trial,07
22457,……！,hiro,02,02,Trial,07
22458,到底在搞什么呀！！,hanna,02,02,Trial,07
22459,……是的。那时汉娜确实在大厅……,hiro,02,02,Trial,07
22460,然后我就上了二楼！,hanna,02,02,Trial,07
22461,过了一会，我听见一楼那边吵吵闹闹的……,hanna,02,02,Trial,07
22462,于是我来到中庭，就看到大家都在那里～！,hanna,02,02,Trial,07
22463,说起来，在大叔我和诺亚到之前，汉娜就已经在现场了。,miria,02,02,Trial,07
22464,当然，她身上没有被血迹或者别的什么弄湿。,miria,02,02,Trial,07
22465,（……原来如此）,hiro,02,02,Trial,07
22466,（汉娜的不在场证明……或许比我想像中还要牢固）,hiro,02,02,Trial,07
22467,很可惜，这个时间顺序是有问题的。,hiro,02,02,Trial,07
22468,欸？真的吗……？,sherry,02,02,Trial,07
22469,汉娜在地下焚烧炉室射杀可可后，就扛着尸体直接去了中庭……,sherry,02,02,Trial,07
22470,她在空中等了一会，之后找准时机抛下尸体。,sherry,02,02,Trial,07
22471,然后装作若无其事的样子和大家汇合……,sherry,02,02,Trial,07
22472,这个时间顺序到底哪里有问题？,sherry,02,02,Trial,07
22473,当然，是有的。,hiro,02,02,Trial,07
22474,去中庭的时候，我在去到会客厅前，遇到了汉娜。,hiro,02,02,Trial,07
22475,如果后来汉娜去中庭抛下了可可的尸体，那她就必须从玄关出去再飞到中庭。,hiro,02,02,Trial,07
22476,嗯……但如果是这样的话，她也有可能只在那里停留了一小会吧？,sherry,02,02,Trial,07
22477,我觉得她可能先杀了可可，再拿到你的目击证词，然后去了中庭！,sherry,02,02,Trial,07
22478,可是当时的案发现场正在下倾盆大雨。,hiro,02,02,Trial,07
22479,……对哦！这么一说确实是……！,ema,02,02,Trial,07
22480,我记得尸体被发现后，紧接着赶来的汉娜【身上并没有被血迹或者别的什么弄湿】……！,ema,02,02,Trial,07
22481,……是的。只要汉娜飞到了中庭，哪怕只是短暂停留……,hiro,02,02,Trial,07
22482,多少都会被雨淋湿。就像在中庭发现尸体的我和艾玛一样。,hiro,02,02,Trial,07
22483,……确实如你所说呢！？,hanna,02,02,Trial,07
22484,嗯——，这样啊我明白了～,sherry,02,02,Trial,07
22485,不过呢，要是撑把伞的话也可以勉强挡住雨吧？,sherry,02,02,Trial,07
22486,不……现场这么大风大雨。,alisa,02,02,Trial,07
22487,在没有任何遮挡物的空中肯定会被侧面吹来的雨淋成落汤鸡吧。,alisa,02,02,Trial,07
22488,就是就是！,hanna,02,02,Trial,07
22489,那这么说，结果还是不可能从空中潜入咯？,sherry,02,02,Trial,07
22490,『既然汉娜做不到，那凶手还是希罗和艾玛当中的某一个』,anan,02,02,Trial,07
22491,艾玛本来就是尸体的第一目击者，无法彻底洗清嫌疑。,anan,02,02,Trial,07
22492,而希罗也有可能从一开始就把尸体放置在中庭。,anan,02,02,Trial,07
22493,这……,hiro,02,02,Trial,07
22494,（的确，从理论上来说凶手应该在我们当中……）,hiro,02,02,Trial,07
22495,（那……魔女……真的是艾玛吗……？）,hiro,02,02,Trial,07
22496,我觉得……还有其他可能性……,ema,02,02,Trial,07
22497,凶手既不是我……也不是希罗的可能性！,ema,02,02,Trial,07
22498,（……艾玛……）,hiro,02,02,Trial,07
22499,虽然希罗确实有可能犯罪，她也是嫌疑人之一……,ema,02,02,Trial,07
22500,但我……不觉得她会杀死可可……,ema,02,02,Trial,07
22501,……你为什么这么想？,leia,02,02,Trial,07
22502,『吾辈并不觉得她是这么平静温和的人』,anan,02,02,Trial,07
22503,虽、虽说她……确实是有点不好相处啦……！,ema,02,02,Trial,07
22504,（……我正被人轮流揭短啊）,hiro,02,02,Trial,07
22505,（不过我也没打算否认就是了）,hiro,02,02,Trial,07
22506,但、但我觉得！,ema,02,02,Trial,07
22507,要说她会杀谁的话……,ema,02,02,Trial,07
22508,【那一定是我】！,ema,02,02,Trial,07
22509,……哈？,alisa,02,02,Trial,07
22510,我不知道希罗在想什么……但我感受到了【敌意】。,ema,02,02,Trial,07
22511,尽管只是我自己的感觉……,ema,02,02,Trial,07
22512,不过……要说她会杀谁的话，那个人一定不是可可而是我。,ema,02,02,Trial,07
22513,我感觉她没有杀害可可的【动机】……,ema,02,02,Trial,07
22514,那就是说她有杀害你的动机？,noa,02,02,Trial,07
22515,这、这个嘛……呃……,ema,02,02,Trial,07
22516,……总而言之。我认为大家可以相信希罗说的话……！,ema,02,02,Trial,07
22517,……尤其是【她不是这起案件的凶手】这点。,ema,02,02,Trial,07
22518,（……简直语无伦次）,hiro,02,02,Trial,07
22519,（完全没有依据）,hiro,02,02,Trial,07
22520,（而且……居然维护对自己有杀意的人，根本得不偿失……）,hiro,02,02,Trial,07
22521,（……我最讨厌你这种愚蠢的行事方式了，艾玛）,hiro,02,02,Trial,07
22522,（……真的）,hiro,02,02,Trial,07
22523,……我觉得凶手可能另有其人。,ema,02,02,Trial,07
22524,所以……！……我来说说自己的看法！,ema,02,02,Trial,07
22525,我还是觉得，想要抓准我和希罗之间的窗口期行动，只能选将尸体从空中抛下的办法了。,ema,02,02,Trial,08
22526,虽然理论上只有远野她能做到，可是她的衣服都没湿，不是吗。,alisa,02,02,Trial,08
22527,也就是说她没去过外面。,alisa,02,02,Trial,08
22528,这可就说不通了吧。,alisa,02,02,Trial,08
22529,就算她不在外面，也可以抛下尸体吧。,ema,02,02,Trial,08
22530,"中庭四周<link=""Objection_02_02_08_01"">都有墙壁包围</link>，不是吗。",ema,02,02,Trial,08
22531,反过来说，那应该存在某个地方能把尸体搬进中庭，同时不弄湿自己的衣服。,ema,02,02,Trial,08
22532,……比如说阳台。,ema,02,02,Trial,08
22533,但是呢，艾玛。可可是在地下的焚烧炉室被杀的吧？,sherry,02,02,Trial,08
22534,这样一来，凶手就要把尸体从地下搬到二楼了哦？,sherry,02,02,Trial,08
22535,"竟然能一路搬上楼还<link=""Objection_02_02_08_02"">全程不被人发现</link>，这实在不太可能吧？",leia,02,02,Trial,08
22536,这……可能有什么移动尸体的办法吧……,ema,02,02,Trial,08
22537,你是说有秘密通道吗！,sherry,02,02,Trial,08
22538,可是你有证据能证明吗？,noa,02,02,Trial,08
22539,"一、一定有的……！肯定<link=""Objection_02_02_08_03"">有条路</link>能从地下悄悄移动到二楼……！",ema,02,02,Trial,08
22540,"嗯……可是如果不<link=""Objection_02_02_08_04"">瞬间移动</link>的话，只以物理方式移动应该很难不被发现吧……",miria,02,02,Trial,08
22541,"这样一来就只有一种可能了，【通过某人的<link=""Objection_02_02_08_05"">魔法</link>实现移动】，会不会是这样呢。",leia,02,02,Trial,08
22542,不过，要想肯定这个论点，还需要一些依据才行。,leia,02,02,Trial,08
22543,呜呜……,ema,02,02,Trial,08
22544,（艾玛的假设还不够有力）,hiro,02,02,Trial,08
22545,（但她的假设……真的能轻易忽视吗）,hiro,02,02,Trial,08
22546,（要不要……打开魔女图鉴确认一下呢）,hiro,02,02,Trial,08
22547,与哪些房间邻接？,hiro,02,02,Trial,08
22548,返回,hiro,02,02,Trial,08
22549,碰巧没人看见,hiro,02,02,Trial,08
22550,凶手用了某种手段避免被人发现,hiro,02,02,Trial,08
22551,有秘密通道,hiro,02,02,Trial,08
22552,有瞬间移动的方法,hiro,02,02,Trial,08
22553,使用了魔法,hiro,02,02,Trial,08
22554,只是碰巧没人看见罢了。,hiro,02,02,Trial,08
22555,凶手恰好在没人注意的时候把尸体搬到了二楼。,hiro,02,02,Trial,08
22556,但、但是我撞到你的时候衣服掉到了楼梯上，还花了一些时间收拾——,hanna,02,02,Trial,08
22557,可我并没有看到可疑人物呀？,hanna,02,02,Trial,08
22558,所以说，碰巧没人看到凶手的假设有些牵强了吧？,hanna,02,02,Trial,08
22559,要是这也能用碰巧解释，那谁都说不过你了。,alisa,02,02,Trial,08
22560,（……再整理下思路仔细想想吧）,hiro,02,02,Trial,08
22561,（可可是在焚烧炉室遭杀害的…………之后，她的尸体在中庭被发现）,hiro,02,02,Trial,08
22562,（有没有什么线索……能串起这两点呢）,hiro,02,02,Trial,08
22563,（……在已有的证物里，是否存在与现场格格不入的东西）,hiro,02,02,Trial,08
22564,这并非没有可能。,hiro,02,02,Trial,08
22565,凶手只要在搬运尸体的那一刻让所有人都不要注意到楼梯就好。,hiro,02,02,Trial,08
22566,……为此，凶手开了直播。,hiro,02,02,Trial,08
22567,她通过直播【让大家误以为犯罪现场是淋浴房】把人们的注意力都集中到了那边。,hiro,02,02,Trial,08
22568,结果，我直接被引到了淋浴房——,hiro,02,02,Trial,08
22569,而凶手则在偷偷走楼梯搬运尸体上楼。,hiro,02,02,Trial,08
22570,……但是那场直播是小可自己开的吧？,miria,02,02,Trial,08
22571,虽说她状态有点不自然，可是看起来也不像有人强迫她……,miria,02,02,Trial,08
22572,而且不一定所有人都会看她的直播。,miria,02,02,Trial,08
22573,就算看了她的直播，在二楼的人还是会下楼的，这个思路很奇怪啊～,sherry,02,02,Trial,08
22574,（……再整理下思路仔细想想吧）,hiro,02,02,Trial,08
22575,（可可是在焚烧炉室遭杀害的…………之后，她的尸体在中庭被发现）,hiro,02,02,Trial,08
22576,（有没有什么线索……能串起这两点呢）,hiro,02,02,Trial,08
22577,（……在已有的证物里，是否存在与现场格格不入的东西）,hiro,02,02,Trial,08
22578,这么说来，应该有办法在监牢里瞬间移动。,hiro,02,02,Trial,08
22579,这里是【魔女栖息的洋馆】……有几个具备传送功能的虫洞也不奇怪。,hiro,02,02,Trial,08
22580,真的有这种东西吗～？,noa,02,02,Trial,08
22581,我大致调查过现场，但并没有发现这样的东西。,leia,02,02,Trial,08
22582,她说没有哦！希罗！,noa,02,02,Trial,08
22583,（……看来也不是万事皆有可能啊）,hiro,02,02,Trial,08
22584,（……再整理下思路仔细想想吧）,hiro,02,02,Trial,08
22585,（可可是在焚烧炉室遭杀害的…………之后，她的尸体在中庭被发现）,hiro,02,02,Trial,08
22586,（有没有什么线索……能串起这两点呢）,hiro,02,02,Trial,08
22587,（……在已有的证物里，是否存在与现场格格不入的东西）,hiro,02,02,Trial,08
22588,不，凶手确实使用了魔法。,hiro,02,02,Trial,08
22589,不是跟移动有关的魔法也没关系，其他魔法也能派上用场。,hiro,02,02,Trial,08
22590,比如说……【视线诱导】。,hiro,02,02,Trial,08
22591,呵…………你是说我的魔法？,leia,02,02,Trial,08
22592,是的……只要通过【视线诱导】岔开楼梯附近人们的视线——,hiro,02,02,Trial,08
22593,就可以在不被发现的情况下顺利上二楼了吧。,hiro,02,02,Trial,08
22594,这样一来，莲见就是共犯了……,alisa,02,02,Trial,08
22595,真、真的吗，小蕾……！？,miria,02,02,Trial,08
22596,……不，这不可能。,anan,02,02,Trial,08
22597,『当时，蕾雅在会客厅里』,anan,02,02,Trial,08
22598,我当时也在楼梯附近，但我可不记得被蕾雅施过魔法欸～？,hanna,02,02,Trial,08
22599,呵呵……我也不记得有用过魔法。,leia,02,02,Trial,08
22600,还是说你有中魔法的印象吗……毕竟你也下过楼，希罗！！,leia,02,02,Trial,08
22601,（……大概，没有吧）,hiro,02,02,Trial,08
22602,（……再整理下思路仔细想想吧）,hiro,02,02,Trial,08
22603,（可可是在焚烧炉室遭杀害的…………之后，她的尸体在中庭被发现）,hiro,02,02,Trial,08
22604,（有没有什么线索……能串起这两点呢）,hiro,02,02,Trial,08
22605,（……在已有的证物里，是否存在与现场格格不入的东西）,hiro,02,02,Trial,08
22606,为了统一认识，我想先确认一下……,hiro,02,02,Trial,08
22607,与中庭相连的有这些地点，一楼是大厅、走廊、淋浴房、仓库，没错吧。,hiro,02,02,Trial,08
22608,嗯。,ema,02,02,Trial,08
22609,然后二楼是娱乐室、走廊还有诺亚的画室。,ema,02,02,Trial,08
22610,……这样啊。,hiro,02,02,Trial,08
22611,（位置和构造的情报没有问题。可是……）,hiro,02,02,Trial,08
22612,（这座监牢的构造……）,hiro,02,02,Trial,08
22613,（有没有哪里不自然……？）,hiro,02,02,Trial,08
22614,……我明白了。秘密通道是【存在的】……,hiro,02,02,Trial,08
22615,能证明这点的证据就是——！,hiro,02,02,Trial,08
22616,淋浴房和凶杀现场——焚烧炉室……,hiro,02,02,Trial,08
22617,这两个房间是通过垃圾滑槽连接在一起的。,hiro,02,02,Trial,08
22618,……你的意思是，那里就是秘密通道……？,leia,02,02,Trial,08
22619,可是……如果凶手从焚烧炉室走那个通道的话，也只能到一楼的淋浴房哦？,hanna,02,02,Trial,08
22620,那不就没意义了？不是说凶手是从【二楼】抛下尸体吗？,alisa,02,02,Trial,08
22621,没错……这条通道必须通往【二楼】。,hiro,02,02,Trial,08
22622,（……思路应该是对的）,hiro,02,02,Trial,08
22623,（……回想一下监牢的地图吧。焚烧炉室和淋浴房的上面到底有什么）,hiro,02,02,Trial,08
22624,证据就是这个！,hiro,02,02,Trial,08
22625,掉在焚烧炉室的绳子。,hiro,02,02,Trial,08
22626,凶手一定是用这根绳子爬上了通往二楼的秘密通道。,hiro,02,02,Trial,08
22627,……呃，所以说……那条秘密通道到底在哪里？,miria,02,02,Trial,08
22628,就是垃圾滑槽吧？,noa,02,02,Trial,08
22629,可是，走垃圾滑槽的话只能爬到一楼的淋浴房，不是吗？,sherry,02,02,Trial,08
22630,那不就没意义了？不是说凶手是从【二楼】抛下尸体吗？,alisa,02,02,Trial,08
22631,没错……这条通道必须通往【二楼】。,hiro,02,02,Trial,08
22632,（……思路应该是对的）,hiro,02,02,Trial,08
22633,（……回想一下监牢的地图吧。焚烧炉室和淋浴房的上面到底有什么）,hiro,02,02,Trial,08
22634,证据就是这个！,hiro,02,02,Trial,08
22635,希罗……这东西应该证明不了有秘密通道吧……？,ema,02,02,Trial,08
22636,（重新想想吧……）,hiro,02,02,Trial,08
22637,（……从焚烧炉室爬到楼上应该只有垃圾滑槽这一条路）,hiro,02,02,Trial,08
22638,（而垃圾滑槽与淋浴房相连这点也已经明确）,hiro,02,02,Trial,08
22639,（……然而，焚烧炉里却找到了不可能从淋浴房丢进去的东西……）,hiro,02,02,Trial,08
22640,（这个东西一定就是秘密通道的线索……！）,hiro,02,02,Trial,08
22641,……希罗——！,ema,02,02,Trial,08
22642,（……这说不上是多么确凿的证据）,hiro,02,02,Trial,08
22643,（但这条路……的确通往真相！）,hiro,02,02,Trial,08
22644,……证据就是，这一大堆纸。,hiro,02,02,Trial,08
22645,这些纸是在焚烧炉里找到的吧？,ema,02,02,Trial,08
22646,嗯。,hiro,02,02,Trial,08
22647,淋浴房的垃圾滑槽通往焚烧炉……,hiro,02,02,Trial,08
22648,所以，炉子里找到与案件相关的东西和衣服并不奇怪。,hiro,02,02,Trial,08
22649,但是……这些纸呢？,hiro,02,02,Trial,08
22650,这些纸不可能是从淋浴房丢进去的。,hiro,02,02,Trial,08
22651,……至于从哪里丢进去的，还是直接问丢掉纸的当事人更简单吧。,hiro,02,02,Trial,08
22652,这些纸的主人……应该就是——,hiro,02,02,Trial,08
22653,安安，就是你。,hiro,02,02,Trial,08
22654,这些纸是你平时用的素描本里的。,hiro,02,02,Trial,08
22655,并不是。,anan,02,02,Trial,08
22656,她说不是。,alisa,02,02,Trial,08
22657,（看来我搞错了……）,hiro,02,02,Trial,08
22658,（……对了，纸上画了【画】。说起与【画】有关的人——）,hiro,02,02,Trial,08
22659,是你，汉娜。,hiro,02,02,Trial,08
22660,才不是我。,hanna,02,02,Trial,08
22661,……你不是在设计舞台剧的服装吗？说不定你把想法画了下来——,hiro,02,02,Trial,08
22662,我是在纸上做过笔记，但我可没有随便扔掉！,hanna,02,02,Trial,08
22663,根本冤枉呀！,hanna,02,02,Trial,08
22664,（看来我搞错了……）,hiro,02,02,Trial,08
22665,（……对了，纸上画了【画】。说起与【画】有关的人——）,hiro,02,02,Trial,08
22666,我。,hiro,02,02,Trial,08
22667,…………的话，为什么要把纸丢到这里呢，我正在这么思考着。,hiro,02,02,Trial,08
22668,能站在对方立场上思考问题，真的很了不起！,sherry,02,02,Trial,08
22669,好了你快说结论吧。,alisa,02,02,Trial,08
22670,（……认真想清楚再回答吧）,hiro,02,02,Trial,08
22671,（……对了，纸上画了【画】。说起与【画】有关的人——）,hiro,02,02,Trial,08
22672,这个人应该不会用这么多纸吧……？,hanna,02,02,Trial,08
22673,（看来我搞错了……）,hiro,02,02,Trial,08
22674,（……对了，纸上画了【画】。说起与【画】有关的人——）,hiro,02,02,Trial,08
22675,当然就是你。诺亚。,hiro,02,02,Trial,08
22676,是、是吗？诺亚不太知道欸。,noa,02,02,Trial,08
22677,装傻也没有用。,hiro,02,02,Trial,08
22678,那些纸上应该画了画。,hiro,02,02,Trial,08
22679,问题是，纸是从哪里丢掉的。,hiro,02,02,Trial,08
22680,我再问你一遍。,hiro,02,02,Trial,08
22681,那些纸不是从淋浴房丢掉的吧？诺亚。,hiro,02,02,Trial,08
22682,这、这个……,noa,02,02,Trial,08
22683,回答我。要想查明真相，这个情报不可或缺。,hiro,02,02,Trial,08
22684,诺亚……！求你了。,ema,02,02,Trial,08
22685,……诺亚，是在画室丢掉的。,noa,02,02,Trial,08
22686,因为画室里也有丢垃圾的洞。,noa,02,02,Trial,08
22687,诺亚就是在那里丢掉那些纸的。,noa,02,02,Trial,08
22688,魔女图鉴 更新…,"@toast ""|#Toast_001|""",02,02,Trial,08
22689,那就是说……！,ema,02,02,Trial,08
22690,是的……,hiro,02,02,Trial,08
22691,焚烧炉不仅通向淋浴房，还通向二楼诺亚的画室……,hiro,02,02,Trial,08
22692,它连接着画室里的另一条垃圾滑槽。,hiro,02,02,Trial,08
22693,而诺亚的画室有阳台。,hiro,02,02,Trial,08
22694,如果以诺亚的画室为中转站，将可可的尸体从焚烧炉推到中庭的话……,hiro,02,02,Trial,08
22695,那无论是直播回放录像，还是我和希罗看到的场面，全部都能说通了！,ema,02,02,Trial,08
22696,不过……这个推理可能有一个漏洞。艾玛，希罗。,leia,02,02,Trial,08
22697,漏洞……？,hiro,02,02,Trial,08
22698,没错。,leia,02,02,Trial,08
22699,因为我调查过淋浴房和焚烧炉之间的垃圾滑槽……,leia,02,02,Trial,08
22700,（明明是我拜托她去调查的，却说得好像是她自己主动去调查的一样……）,hiro,02,02,Trial,08
22701,我敢肯定……【用普通的方法是不可能从地下爬到楼上的】！,leia,02,02,Trial,08
22702,从位置上来说，诺亚画室里的垃圾滑槽确实很有可能连着焚烧炉……,leia,02,02,Trial,09
22703,不，实际上应该就是相连的。,leia,02,02,Trial,09
22704,否则，就无法解释为什么诺亚丢掉的纸会出现在焚烧炉里了！,leia,02,02,Trial,09
22705,……不过，到头来【重力】是个大问题。,leia,02,02,Trial,09
22706,【凶手在连着焚烧炉的垃圾滑槽里往上爬】……,leia,02,02,Trial,09
22707,滑槽里根本无处可抓，我们这些柔弱的少女真的能爬得上去吗？,leia,02,02,Trial,09
22708,柔弱……？我怎么记得有人力气很大，跟柔弱两个字根本不沾边呢？,hanna,02,02,Trial,09
22709,对啊对啊！还有人可以无视重力飞起来呢！,sherry,02,02,Trial,09
22710,我可什么都没做哦！？肯定是这个怪力女用四肢支撑身体，从垃圾滑槽里飞速爬了上去！,hanna,02,02,Trial,09
22711,"你是说【<link=""Objection_02_02_09_01"">烟囱攀爬法</link>】对吧！",sherry,02,02,Trial,09
22712,"但是这种方法很花时间，<link=""Objection_02_02_09_02"">不太现实</link>呢～",sherry,02,02,Trial,09
22713,话说回来，焚烧炉里不是有绳子吗？,sherry,02,02,Trial,09
22714,用绳子的话，就算在没有抓点的纵向洞穴里也能轻松攀爬吧？,sherry,02,02,Trial,09
22715,这倒是没错。,leia,02,02,Trial,09
22716,不过……仅限于从上往下索降的情况。,leia,02,02,Trial,09
22717,我并不是说【很难用绳子爬上去】哦？,leia,02,02,Trial,09
22718,"只是说从下往上爬的话，<link=""Objection_02_02_09_03"">得先绑好垂下</link>绳子才有办法爬上去。",leia,02,02,Trial,09
22719,"只是说从下往上爬的话，<link=""Objection_02_02_09_04"">得先绑好垂下</link>绳子才有办法爬上去。",leia,02,02,Trial,09
22720,……不过，如果有人做好事先准备的话，应该还是有可能的吧。,ema,02,02,Trial,09
22721,事先准备啊……,leia,02,02,Trial,09
22722,"可要说凶手<link=""Objection_02_02_09_05"">做好了事先准备</link>的话，我感觉有很多不太对劲的地方……",leia,02,02,Trial,09
22723,"因为她必须看准希罗经过走廊后艾玛来之前的短短<link=""Objection_02_02_09_06"">几秒空当</link>做准备啊。",leia,02,02,Trial,09
22724,这……,ema,02,02,Trial,09
22725,我并不是怀疑你们的话。,leia,02,02,Trial,09
22726,只不过我还是觉得这起犯罪事件是临时突发的。,leia,02,02,Trial,09
22727,而且如果凶手不是有预谋的，那也不可能事先准备好绳子吧？,leia,02,02,Trial,09
22728,在没有绳子的情况下，要从垃圾滑槽往上爬需要相当高的体力和耐力。,leia,02,02,Trial,09
22729,这么一来，可能就需要借用超自然力量了。,leia,02,02,Trial,09
22730,超自然力量……？,noa,02,02,Trial,09
22731,……啊！？,noa,02,02,Trial,09
22732,"难道说……是<link=""Objection_02_02_09_07"">幽灵搞的鬼</link>……！",noa,02,02,Trial,09
22733,你在说什么啊……,alisa,02,02,Trial,09
22734,（如果可可被杀是有预谋的话，凶手很有可能事先准备好了绳子）,hiro,02,02,Trial,09
22735,（但是什么证据能证明是有预谋的呢……）,hiro,02,02,Trial,09
22736,……反过来想。,ema,02,02,Trial,09
22737,假如案件发生前绳子就绑在那里了，会是出于什么原因呢……,ema,02,02,Trial,09
22738,（如果是这样，绳子是事先就绑在上面的，与【犯罪无关】）,hiro,02,02,Trial,09
22739,（这样的巧合……真的有可能存在吗？）,hiro,02,02,Trial,09
22740,烟囱攀爬法是什么？,hiro,02,02,Trial,09
22741,返回,hiro,02,02,Trial,09
22742,雪莉就有可能做到,hiro,02,02,Trial,09
22743,有办法挂住绳子,hiro,02,02,Trial,09
22744,有办法挂住绳子,hiro,02,02,Trial,09
22745,是【幽灵】绑的绳子,hiro,02,02,Trial,09
22746,凶手是有预谋的,hiro,02,02,Trial,09
22747,凶手误导我们只有几秒间隔,hiro,02,02,Trial,09
22748,幽灵是？,hiro,02,02,Trial,09
22749,雪莉你应该能做得到。,hiro,02,02,Trial,09
22750,只要用你的【怪力】魔法，肯定能轻轻松松攀爬烟囱吧。,hiro,02,02,Trial,09
22751,这可不好说吧？,sherry,02,02,Trial,09
22752,就算我真的有无穷无尽的力量，摩擦力也是有限的。,sherry,02,02,Trial,09
22753,而且用力太猛会弄坏滑槽……,sherry,02,02,Trial,09
22754,有点不好意思说，其实我不太擅长控制自己的力度啦！,sherry,02,02,Trial,09
22755,这家伙肯定不会控制力度的！垃圾滑槽会被她弄得破破烂烂的啦～！,hanna,02,02,Trial,09
22756,很抱歉辜负了你的期待，希罗！看来我做不到！,sherry,02,02,Trial,09
22757,（看来要是用怪力攀爬，垃圾滑槽会留下痕迹……）,hiro,02,02,Trial,09
22758,（……仔细想想，蕾雅的疑惑其实非常合理）,hiro,02,02,Trial,09
22759,（不过，也不能一股脑推翻之前的所有推理）,hiro,02,02,Trial,09
22760,（那么，问题也许出在大前提里。我得找大家详细问问话……）,hiro,02,02,Trial,09
22761,从下面挂起绳子的方法还是有的。,hiro,02,02,Trial,09
22762,比如说……【钩爪绳】。,hiro,02,02,Trial,09
22763,是忍者的道具！,leia,02,02,Trial,09
22764,好怀念啊……以前演女忍者的时候——,leia,02,02,Trial,09
22765,怎么突然提到忍者了！？,hanna,02,02,Trial,09
22766,『没发现那种东西』,anan,02,02,Trial,09
22767,现实中是没有忍者的……知道了吗？,miria,02,02,Trial,09
22768,（这里没有忍者啊……）,hiro,02,02,Trial,09
22769,（……仔细想想，蕾雅的疑惑其实非常合理）,hiro,02,02,Trial,09
22770,（不过，也不能一股脑推翻之前的所有推理）,hiro,02,02,Trial,09
22771,（那么，问题也许出在大前提里。我得找大家详细问问话……）,hiro,02,02,Trial,09
22772,难道不是有预谋的犯罪吗。,hiro,02,02,Trial,09
22773,目前应该没有什么推翻这点的因素吧。,hiro,02,02,Trial,09
22774,……我也希望是自己想多了。,leia,02,02,Trial,09
22775,但是有预谋地选在下雨天，有预谋地选在打雷的时候，有预谋地看准你们两人之间的时间窗口抛下尸体……,leia,02,02,Trial,09
22776,再加上可可的直播……我就不禁心想，到底哪些事情是凶手的预谋。,leia,02,02,Trial,09
22777,（听她这么一说，似乎确实不该把整件事都归结为有预谋的犯罪……）,hiro,02,02,Trial,09
22778,（这起凶案究竟是有预谋的还是临时起意……目前还得不出结论。但是——）,hiro,02,02,Trial,09
22779,（……仔细想想，蕾雅的疑惑其实非常合理）,hiro,02,02,Trial,09
